	TranscriptionName	modifiers	Annotation
1676	Chuhlovina_Metalichenko	1	0
1678	Chuhlovina_Metalichenko	0	1
1679	Chuhlovina_Metalichenko	0	0
1680	Chuhlovina_Metalichenko	1	1
1681	Chuhlovina_Metalichenko	0	0
1682	Chuhlovina_Metalichenko	0	0
1683	Chuhlovina_Metalichenko	0	0
1684	Chuhlovina_Metalichenko	0	1
1685	Chuhlovina_Metalichenko	0	0
1686	Chuhlovina_Metalichenko	1	0
1687	Chuhlovina_Metalichenko	1	1
1688	Chuhlovina_Metalichenko	0	1
1689	Chuhlovina_Metalichenko	0	0
1690	Chuhlovina_Metalichenko	0	1
1691	Chuhlovina_Metalichenko	0	1
1692	Chuhlovina_Metalichenko	0	1
1693	Chuhlovina_Metalichenko	0	1
